Title,Author,Author Affiliation,Source,Publication Year,Volume and Issue,Pages,Issue Date,Monograph Title,Database,Summary,Published Date,Link
Fourier Neural Operator for Plasma Modelling,"Vignesh Gopakumar, Stanislas Pamela, Lorenzo Zanisi, Zongyi Li, Anima Anandkumar, MAST Team",N/A,ArXiv,2023,N/A,N/A,2023-02-13T17:35:31Z,N/A,ArXiv,"  Predicting plasma evolution within a Tokamak is crucial to building a
sustainable fusion reactor. Whether in the simulation space or within the
experimental domain, the capability to forecast the spatio-temporal evolution
of plasma field variables rapidly and accurately could improve active control
methods on current tokamak devices and future fusion reactors. In this work, we
demonstrate the utility of using Fourier Neural Operator (FNO) to model the
plasma evolution in simulations and experiments. Our work shows that the FNO is
capable of predicting magnetohydrodynamic models governing the plasma dynamics,
6 orders of magnitude faster than the traditional numerical solver, while
maintaining considerable accuracy (NMSE $\sim 10^{-5})$. Our work also
benchmarks the performance of the FNO against other standard surrogate models
such as Conv-LSTM and U-Net and demonstrate that the FNO takes significantly
less time to train, requires less parameters and outperforms other models. We
extend the FNO approach to model the plasma evolution observed by the cameras
positioned within the MAST spherical tokamak. We illustrate its capability in
forecasting the formation of filaments within the plasma as well as the heat
deposits. The FNO deployed to model the camera is capable of forecasting the
full length of the plasma shot within half the time of the shot duration.
",2023-02-13T17:35:31Z,http://arxiv.org/abs/2302.06542v1
TimeMixer: Decomposable Multiscale Mixing for Time Series Forecasting,"Shiyu Wang, Haixu Wu, Xiaoming Shi, Tengge Hu, Huakun Luo, Lintao Ma, James Y. Zhang, Jun Zhou",N/A,ArXiv,2024,N/A,N/A,2024-05-23T14:27:07Z,N/A,ArXiv,"  Time series forecasting is widely used in extensive applications, such as
traffic planning and weather forecasting. However, real-world time series
usually present intricate temporal variations, making forecasting extremely
challenging. Going beyond the mainstream paradigms of plain decomposition and
multiperiodicity analysis, we analyze temporal variations in a novel view of
multiscale-mixing, which is based on an intuitive but important observation
that time series present distinct patterns in different sampling scales. The
microscopic and the macroscopic information are reflected in fine and coarse
scales respectively, and thereby complex variations can be inherently
disentangled. Based on this observation, we propose TimeMixer as a fully
MLP-based architecture with Past-Decomposable-Mixing (PDM) and
Future-Multipredictor-Mixing (FMM) blocks to take full advantage of
disentangled multiscale series in both past extraction and future prediction
phases. Concretely, PDM applies the decomposition to multiscale series and
further mixes the decomposed seasonal and trend components in fine-to-coarse
and coarse-to-fine directions separately, which successively aggregates the
microscopic seasonal and macroscopic trend information. FMM further ensembles
multiple predictors to utilize complementary forecasting capabilities in
multiscale observations. Consequently, TimeMixer is able to achieve consistent
state-of-the-art performances in both long-term and short-term forecasting
tasks with favorable run-time efficiency.
",2024-05-23T14:27:07Z,http://arxiv.org/abs/2405.14616v1
"Identifying probabilistic weather regimes targeted to a local-scale
  impact variable","Fiona Raphaela Spuler, Marlene Kretschmer, Yevgeniya Kovalchuk, Magdalena Alonso Balmaseda, Theodore G. Shepherd",N/A,ArXiv,2024,N/A,N/A,2024-02-23T15:27:23Z,N/A,ArXiv,"  Weather regimes are recurrent and persistent large-scale atmospheric
circulation patterns that modulate the occurrence of local impact variables
such as extreme precipitation. In their capacity as mediators between
long-range teleconnections and these local extremes, they have shown potential
for improving sub-seasonal forecasting as well as long-term climate
projections. However, existing methods for identifying weather regimes are not
designed to capture the physical processes relevant to the impact variable in
question while still representing the full atmospheric phase space. This paper
introduces a novel probabilistic machine learning method, RMM-VAE, for
identifying weather regimes targeted to a local-scale impact variable. Based on
a variational autoencoder architecture, the method combines non-linear
dimensionality reduction with a prediction task and probabilistic clustering in
a coherent architecture. The new method is applied to identify circulation
patterns over the Mediterranean region targeted to precipitation over Morocco
and compared to three existing approaches, two established linear methods and
another machine learning approach. The RMM-VAE method identifies regimes that
are more predictive of the target variable compared to the two linear methods,
and more robust and persistent compared to the alternative machine learning
method, while also improving the reconstruction of the input space. The results
demonstrate the potential benefit of the new method for use in various climate
applications such as sub-seasonal forecasting, while also highlighting the
trade-offs involved in targeted clustering.
",2024-02-23T15:27:23Z,http://arxiv.org/abs/2402.15379v2
Deep Particulate Matter Forecasting Model Using Correntropy-Induced Loss,"Jongsu Kim, Changhoon Lee",N/A,ArXiv,2021,N/A,N/A,2021-06-06T05:17:24Z,N/A,ArXiv,"  Forecasting the particulate matter (PM) concentration in South Korea has
become urgently necessary owing to its strong negative impact on human life. In
most statistical or machine learning methods, independent and identically
distributed data, for example, a Gaussian distribution, are assumed; however,
time series such as air pollution and weather data do not meet this assumption.
In this study, the maximum correntropy criterion for regression (MCCR) loss is
used in an analysis of the statistical characteristics of air pollution and
weather data. Rigorous seasonality adjustment of the air pollution and weather
data was performed because of their complex seasonality patterns and the
heavy-tailed distribution of data even after deseasonalization. The MCCR loss
was applied to multiple models including conventional statistical models and
state-of-the-art machine learning models. The results show that the MCCR loss
is more appropriate than the conventional mean squared error loss for
forecasting extreme values.
",2021-06-06T05:17:24Z,http://arxiv.org/abs/2106.03032v2
Recurrent Neural Networks for Modelling Gross Primary Production,"David Montero, Miguel D. Mahecha, Francesco Martinuzzi, César Aybar, Anne Klosterhalfen, Alexander Knohl, Franziska Koebsch, Jesús Anaya, Sebastian Wieneke",N/A,ArXiv,2024,N/A,N/A,2024-04-19T09:46:45Z,N/A,ArXiv,"  Accurate quantification of Gross Primary Production (GPP) is crucial for
understanding terrestrial carbon dynamics. It represents the largest
atmosphere-to-land CO$_2$ flux, especially significant for forests. Eddy
Covariance (EC) measurements are widely used for ecosystem-scale GPP
quantification but are globally sparse. In areas lacking local EC measurements,
remote sensing (RS) data are typically utilised to estimate GPP after
statistically relating them to in-situ data. Deep learning offers novel
perspectives, and the potential of recurrent neural network architectures for
estimating daily GPP remains underexplored. This study presents a comparative
analysis of three architectures: Recurrent Neural Networks (RNNs), Gated
Recurrent Units (GRUs), and Long-Short Term Memory (LSTMs). Our findings reveal
comparable performance across all models for full-year and growing season
predictions. Notably, LSTMs outperform in predicting climate-induced GPP
extremes. Furthermore, our analysis highlights the importance of incorporating
radiation and RS inputs (optical, temperature, and radar) for accurate GPP
predictions, particularly during climate extremes.
",2024-04-19T09:46:45Z,http://arxiv.org/abs/2404.12745v1
"El Nino Southern Oscillation and Atlantic Multidecadal Oscillation
  Impact on Hurricanes North Atlantic Basin",Suchit Basineni,N/A,ArXiv,2024,N/A,N/A,2024-10-05T21:54:27Z,N/A,ArXiv,"  Tropical cyclones (TCs), including hurricanes and typhoons, cause significant
property damage and result in fatalities, making it crucial to understand the
factors driving extreme TCs. The El Nino Southern Oscillation (ENSO) influences
TC formation through tropospheric vorticity, wind shear, and atmospheric
circulations. Apart from atmospheric changes, oceans influence activity through
sea surface temperatures (SSTs) and deep ocean heat content. These Atlantic
SSTs determine the Atlantic Multidecadal Oscillation (AMO), which indicates SST
variability in the Atlantic. This research focuses on ENSO, AMO, and SSTs
impact on the strength and frequency of TCs in the North Atlantic Basin. AMO
and SST anomalies are increasing at an alarming rate, but it remains unclear
how their dynamics will influence future TC behavior. I used observational
cyclone track data from 1950 to 2023, the Oceanic Nino Index (ONI), and NOAAs
Extended Reconstructed SST V5 (ERSST). I found that Increasing SSTs over the
past decade indicate stronger TCs, while warm phase AMO periods correspond with
higher TC frequency. Meanwhile, a greater frequency of landfalling TCs can be
attributed to La Nina or ENSO-neutral, with El Nino decreasing the frequency of
landfalling TCs. Such relationships suggest that as the seasonal predictability
of ENSO and SSTs improve, seasonal TC forecasts may improve.
",2024-10-05T21:54:27Z,http://arxiv.org/abs/2410.05329v1
"Revealing recurrent regimes of mid-latitude atmospheric variability
  using novel machine learning method","Dmitry Mukhin, Abdel Hannachi, Tobias Braun, Norbert Marwan",N/A,ArXiv,2024,N/A,N/A,2024-01-18T15:43:19Z,N/A,ArXiv,"  The low frequency variability of the extratropical atmosphere involves
hemispheric-scale recurring, often persistent, states known as teleconnection
patterns or regimes, which can have profound impact on predictability on
intra-seasonal and longer timescales. However, reliable data-driven
identification and dynamical representation of such states are still
challenging problems in modeling dynamics of the atmosphere. We present a new
method, which allows both to detect recurring regimes of atmospheric
variability, and to obtain dynamical variables serving as an embedding for
these regimes. The method combines two approaches from nonlinear data analysis:
partitioning a network of recurrent states with studying its properties by the
recurrence quantification analysis and the kernel principal component analysis.
We apply the method to study teleconnection patterns in a quasi-geostrophical
model of atmospheric circulation over the extratropical hemisphere as well as
to reanalysis data of geopotential height anomalies in the mid-latitudes of the
Northern Hemisphere atmosphere in the winter seasons from 1981 to the present.
It is shown that the detected regimes as well as the obtained set of dynamical
variables explain large-scale weather patterns, which are associated, in
particular, with severe winters over Eurasia and North America. The method
presented opens prospects for improving empirical modeling and long-term
forecasting of large-scale atmospheric circulation regimes.
",2024-01-18T15:43:19Z,http://arxiv.org/abs/2401.10073v1
"Coupling Machine Learning and Crop Modeling Improves Crop Yield
  Prediction in the US Corn Belt","Mohsen Shahhosseini, Guiping Hu, Sotirios V. Archontoulis, Isaiah Huber",N/A,ArXiv,2020,N/A,N/A,2020-07-28T16:22:44Z,N/A,ArXiv,"  This study investigates whether coupling crop modeling and machine learning
(ML) improves corn yield predictions in the US Corn Belt. The main objectives
are to explore whether a hybrid approach (crop modeling + ML) would result in
better predictions, investigate which combinations of hybrid models provide the
most accurate predictions, and determine the features from the crop modeling
that are most effective to be integrated with ML for corn yield prediction.
Five ML models (linear regression, LASSO, LightGBM, random forest, and XGBoost)
and six ensemble models have been designed to address the research question.
The results suggest that adding simulation crop model variables (APSIM) as
input features to ML models can decrease yield prediction root mean squared
error (RMSE) from 7 to 20%. Furthermore, we investigated partial inclusion of
APSIM features in the ML prediction models and we found soil moisture related
APSIM variables are most influential on the ML predictions followed by
crop-related and phenology-related variables. Finally, based on feature
importance measure, it has been observed that simulated APSIM average drought
stress and average water table depth during the growing season are the most
important APSIM inputs to ML. This result indicates that weather information
alone is not sufficient and ML models need more hydrological inputs to make
improved yield predictions.
",2020-07-28T16:22:44Z,http://arxiv.org/abs/2008.04060v2
Virtual-to-Real-World Transfer Learning for Robots on Wilderness Trails,"Michael L. Iuzzolino, Michael E. Walker, Daniel Szafir",N/A,ArXiv,2019,N/A,N/A,2019-01-17T03:11:58Z,N/A,ArXiv,"  Robots hold promise in many scenarios involving outdoor use, such as
search-and-rescue, wildlife management, and collecting data to improve
environment, climate, and weather forecasting. However, autonomous navigation
of outdoor trails remains a challenging problem. Recent work has sought to
address this issue using deep learning. Although this approach has achieved
state-of-the-art results, the deep learning paradigm may be limited due to a
reliance on large amounts of annotated training data. Collecting and curating
training datasets may not be feasible or practical in many situations,
especially as trail conditions may change due to seasonal weather variations,
storms, and natural erosion. In this paper, we explore an approach to address
this issue through virtual-to-real-world transfer learning using a variety of
deep learning models trained to classify the direction of a trail in an image.
Our approach utilizes synthetic data gathered from virtual environments for
model training, bypassing the need to collect a large amount of real images of
the outdoors. We validate our approach in three main ways. First, we
demonstrate that our models achieve classification accuracies upwards of 95% on
our synthetic data set. Next, we utilize our classification models in the
control system of a simulated robot to demonstrate feasibility. Finally, we
evaluate our models on real-world trail data and demonstrate the potential of
virtual-to-real-world transfer learning.
",2019-01-17T03:11:58Z,http://arxiv.org/abs/1901.05599v1
"Spatio-temporal methods for estimating subsurface ocean thermal response
  to tropical cyclones","Addison J. Hu, Mikael Kuusela, Ann B. Lee, Donata Giglio, Kimberly M. Wood",N/A,ArXiv,2020,N/A,N/A,2020-12-30T12:35:32Z,N/A,ArXiv,"  Tropical cyclones (TCs), driven by heat exchange between the air and sea,
pose a substantial risk to many communities around the world. Accurate
characterization of the subsurface ocean thermal response to TC passage is
crucial for accurate TC intensity forecasts and for an understanding of the
role that TCs play in the global climate system. However, that characterization
is complicated by the high-noise ocean environment, correlations inherent in
spatio-temporal data, relative scarcity of in situ observations, and the
entanglement of the TC-induced signal with seasonal signals. We present a
general methodological framework that addresses these difficulties, integrating
existing techniques in seasonal mean field estimation, Gaussian process
modeling, and nonparametric regression into an ANOVA decomposition model.
Importantly, we improve upon past work by properly handling seasonality,
providing rigorous uncertainty quantification, and treating time as a
continuous variable, rather than producing estimates that are binned in time.
This ANOVA model is estimated using in situ subsurface temperature profiles
from the Argo fleet of autonomous floats through a multi-step procedure, which
(1) characterizes the upper ocean seasonal shift during the TC season; (2)
models the variability in the temperature observations; (3) fits a thin plate
spline using the variability estimates to account for heteroskedasticity and
correlation between the observations. This spline fit reveals the ocean thermal
response to TC passage. Through this framework, we obtain new scientific
insights into the interaction between TCs and the ocean on a global scale,
including a three-dimensional characterization of the near-surface and
subsurface cooling along the TC storm track and the mixing-induced subsurface
warming on the track's right side.
",2020-12-30T12:35:32Z,http://arxiv.org/abs/2012.15130v5
"Deep Learning Models for River Classification at Sub-Meter Resolutions
  from Multispectral and Panchromatic Commercial Satellite Imagery","Joachim Moortgat, Ziwei Li, Michael Durand, Ian Howat, Bidhyananda Yadav, Chunli Dai",N/A,ArXiv,2022,N/A,N/A,2022-12-27T20:56:34Z,N/A,ArXiv,"  Remote sensing of the Earth's surface water is critical in a wide range of
environmental studies, from evaluating the societal impacts of seasonal
droughts and floods to the large-scale implications of climate change.
Consequently, a large literature exists on the classification of water from
satellite imagery. Yet, previous methods have been limited by 1) the spatial
resolution of public satellite imagery, 2) classification schemes that operate
at the pixel level, and 3) the need for multiple spectral bands. We advance the
state-of-the-art by 1) using commercial imagery with panchromatic and
multispectral resolutions of 30 cm and 1.2 m, respectively, 2) developing
multiple fully convolutional neural networks (FCN) that can learn the
morphological features of water bodies in addition to their spectral
properties, and 3) FCN that can classify water even from panchromatic imagery.
This study focuses on rivers in the Arctic, using images from the Quickbird,
WorldView, and GeoEye satellites. Because no training data are available at
such high resolutions, we construct those manually. First, we use the RGB, and
NIR bands of the 8-band multispectral sensors. Those trained models all achieve
excellent precision and recall over 90% on validation data, aided by on-the-fly
preprocessing of the training data specific to satellite imagery. In a novel
approach, we then use results from the multispectral model to generate training
data for FCN that only require panchromatic imagery, of which considerably more
is available. Despite the smaller feature space, these models still achieve a
precision and recall of over 85%. We provide our open-source codes and trained
model parameters to the remote sensing community, which paves the way to a wide
range of environmental hydrology applications at vastly superior accuracies and
2 orders of magnitude higher spatial resolution than previously possible.
",2022-12-27T20:56:34Z,http://arxiv.org/abs/2212.13613v1
LSTM-based Encoder-Decoder for Multi-sensor Anomaly Detection,"Pankaj Malhotra, Anusha Ramakrishnan, Gaurangi Anand, Lovekesh Vig, Puneet Agarwal, Gautam Shroff",N/A,ArXiv,2016,N/A,N/A,2016-07-01T08:25:48Z,N/A,ArXiv,"  Mechanical devices such as engines, vehicles, aircrafts, etc., are typically
instrumented with numerous sensors to capture the behavior and health of the
machine. However, there are often external factors or variables which are not
captured by sensors leading to time-series which are inherently unpredictable.
For instance, manual controls and/or unmonitored environmental conditions or
load may lead to inherently unpredictable time-series. Detecting anomalies in
such scenarios becomes challenging using standard approaches based on
mathematical models that rely on stationarity, or prediction models that
utilize prediction errors to detect anomalies. We propose a Long Short Term
Memory Networks based Encoder-Decoder scheme for Anomaly Detection (EncDec-AD)
that learns to reconstruct 'normal' time-series behavior, and thereafter uses
reconstruction error to detect anomalies. We experiment with three publicly
available quasi predictable time-series datasets: power demand, space shuttle,
and ECG, and two real-world engine datasets with both predictive and
unpredictable behavior. We show that EncDec-AD is robust and can detect
anomalies from predictable, unpredictable, periodic, aperiodic, and
quasi-periodic time-series. Further, we show that EncDec-AD is able to detect
anomalies from short time-series (length as small as 30) as well as long
time-series (length as large as 500).
",2016-07-01T08:25:48Z,http://arxiv.org/abs/1607.00148v2
"ExtremeWeather: A large-scale climate dataset for semi-supervised
  detection, localization, and understanding of extreme weather events","Evan Racah, Christopher Beckham, Tegan Maharaj, Samira Ebrahimi Kahou,  Prabhat, Christopher Pal",N/A,ArXiv,2016,N/A,N/A,2016-12-07T01:46:09Z,N/A,ArXiv,"  Then detection and identification of extreme weather events in large-scale
climate simulations is an important problem for risk management, informing
governmental policy decisions and advancing our basic understanding of the
climate system. Recent work has shown that fully supervised convolutional
neural networks (CNNs) can yield acceptable accuracy for classifying well-known
types of extreme weather events when large amounts of labeled data are
available. However, many different types of spatially localized climate
patterns are of interest including hurricanes, extra-tropical cyclones, weather
fronts, and blocking events among others. Existing labeled data for these
patterns can be incomplete in various ways, such as covering only certain years
or geographic areas and having false negatives. This type of climate data
therefore poses a number of interesting machine learning challenges. We present
a multichannel spatiotemporal CNN architecture for semi-supervised bounding box
prediction and exploratory data analysis. We demonstrate that our approach is
able to leverage temporal information and unlabeled data to improve the
localization of extreme weather events. Further, we explore the representations
learned by our model in order to better understand this important data. We
present a dataset, ExtremeWeather, to encourage machine learning research in
this area and to help facilitate further work in understanding and mitigating
the effects of climate change. The dataset is available at
extremeweatherdataset.github.io and the code is available at
https://github.com/eracah/hur-detect.
",2016-12-07T01:46:09Z,http://arxiv.org/abs/1612.02095v2
"A Framework for Accurate Drought Forecasting System Using
  Semantics-Based Data Integration Middleware","A. K. Akanbi, M. Masinde",N/A,ArXiv,2017,N/A,N/A,2017-06-20T13:21:50Z,N/A,ArXiv,"  Technological advancement in Wireless Sensor Networks (WSN) has made it
become an invaluable component of a reliable environmental monitoring system;
they form the digital skin' through which to 'sense' and collect the context of
the surroundings and provides information on the process leading to complex
events such as drought. However, these environmental properties are measured by
various heterogeneous sensors of different modalities in distributed locations
making up the WSN, using different abstruse terms and vocabulary in most cases
to denote the same observed property, causing data heterogeneity. Adding
semantics and understanding the relationships that exist between the observed
properties, and augmenting it with local indigenous knowledge is necessary for
an accurate drought forecasting system. In this paper, we propose the framework
for the semantic representation of sensor data and integration with indigenous
knowledge on drought using a middleware for an efficient drought forecasting
system.
",2017-06-20T13:21:50Z,http://arxiv.org/abs/1706.07294v1
"Development and Evaluation of Ensemble Learning-based Environmental
  Methane Detection and Intensity Prediction Models","Reek Majumder, Jacquan Pollard, M Sabbir Salek, David Werth, Gurcan Comert, Adrian Gale, Sakib Mahmud Khan, Samuel Darko, Mashrur Chowdhury",N/A,ArXiv,2023,N/A,N/A,2023-12-18T01:52:59Z,N/A,ArXiv,"  The environmental impacts of global warming driven by methane (CH4) emissions
have catalyzed significant research initiatives in developing novel
technologies that enable proactive and rapid detection of CH4. Several
data-driven machine learning (ML) models were tested to determine how well they
identified fugitive CH4 and its related intensity in the affected areas.
Various meteorological characteristics, including wind speed, temperature,
pressure, relative humidity, water vapor, and heat flux, were included in the
simulation. We used the ensemble learning method to determine the
best-performing weighted ensemble ML models built upon several weaker
lower-layer ML models to (i) detect the presence of CH4 as a classification
problem and (ii) predict the intensity of CH4 as a regression problem.
",2023-12-18T01:52:59Z,http://arxiv.org/abs/2312.10879v1
"Efficient Novelty Detection Methods for Early Warning of Potential Fatal
  Diseases","Sèdjro Salomon Hotegni, Ernest Fokoué",N/A,ArXiv,2022,N/A,N/A,2022-08-06T19:04:51Z,N/A,ArXiv,"  Fatal diseases, as Critical Health Episodes (CHEs), represent real dangers
for patients hospitalized in Intensive Care Units. These episodes can lead to
irreversible organ damage and death. Nevertheless, diagnosing them in time
would greatly reduce their inconvenience. This study therefore focused on
building a highly effective early warning system for CHEs such as Acute
Hypotensive Episodes and Tachycardia Episodes. To facilitate the precocity of
the prediction, a gap of one hour was considered between the observation
periods (Observation Windows) and the periods during which a critical event can
occur (Target Windows). The MIMIC II dataset was used to evaluate the
performance of the proposed system. This system first includes extracting
additional features using three different modes. Then, the feature selection
process allowing the selection of the most relevant features was performed
using the Mutual Information Gain feature importance. Finally, the
high-performance predictive model LightGBM was used to perform episode
classification. This approach called MIG-LightGBM was evaluated using five
different metrics: Event Recall (ER), Reduced Precision (RP), average
Anticipation Time (aveAT), average False Alarms (aveFA), and Event F1-score
(EF1-score). A method is therefore considered highly efficient for the early
prediction of CHEs if it exhibits not only a large aveAT but also a large
EF1-score and a low aveFA. Compared to systems using Extreme Gradient Boosting,
Support Vector Classification or Naive Bayes as a predictive model, the
proposed system was found to be highly dominant. It also confirmed its
superiority over the Layered Learning approach.
",2022-08-06T19:04:51Z,http://arxiv.org/abs/2208.04732v1
Estimating Buildings' Parameters over Time Including Prior Knowledge,"Nilavra Pathak, James Foulds, Nirmalya Roy, Nilanjan Banerjee, Ryan Robucci",N/A,ArXiv,2019,N/A,N/A,2019-01-09T03:37:32Z,N/A,ArXiv,"  Modeling buildings' heat dynamics is a complex process which depends on
various factors including weather, building thermal capacity, insulation
preservation, and residents' behavior. Gray-box models offer a causal inference
of those dynamics expressed in few parameters specific to built environments.
These parameters can provide compelling insights into the characteristics of
building artifacts and have various applications such as forecasting HVAC
usage, indoor temperature control monitoring of built environments, etc. In
this paper, we present a systematic study of modeling buildings' thermal
characteristics and thus derive the parameters of built conditions with a
Bayesian approach. We build a Bayesian state-space model that can adapt and
incorporate buildings' thermal equations and propose a generalized solution
that can easily adapt prior knowledge regarding the parameters. We show that a
faster approximate approach using variational inference for parameter
estimation can provide similar parameters as that of a more time-consuming
Markov Chain Monte Carlo (MCMC) approach. We perform extensive evaluations on
two datasets to understand the generative process and show that the Bayesian
approach is more interpretable. We further study the effects of prior selection
for the model parameters and transfer learning, where we learn parameters from
one season and use them to fit the model in the other. We perform extensive
evaluations on controlled and real data traces to enumerate buildings'
parameter within a 95% credible interval.
",2019-01-09T03:37:32Z,http://arxiv.org/abs/1901.07469v3
Improved Sensitivity of Base Layer on the Performance of Rigid Pavement,"Sajib Saha, Fan Gu, Xue Luo, Robert L. Lytton",N/A,ArXiv,2021,N/A,N/A,2021-01-20T23:43:41Z,N/A,ArXiv,"  The performance of rigid pavement is greatly affected by the properties of
base/subbase as well as subgrade layer. However, the performance predicted by
the AASHTOWare Pavement ME design shows low sensitivity to the properties of
base and subgrade layers. To improve the sensitivity and better reflect the
influence of unbound layers a new set of improved models i.e., resilient
modulus (MR) and modulus of subgrade reaction (k-value) are adopted in this
study. An Artificial Neural Network (ANN) model is developed to predict the
modified k-value based on finite element (FE) analysis. The training and
validation datasets in the ANN model consist of 27000 simulation cases with
different combinations of pavement layer thickness, layer modulus and slab-base
interface bond ratio. To examine the sensitivity of modified MR and k-values on
pavement response, eight pavement sections data are collected from the
Long-Term Pavement performance (LTPP) database and modeled by using the FE
software ISLAB2000. The computational results indicate that the modified MR
values have higher sensitivity to water content in base layer on critical
stress and deflection response of rigid pavements compared to the results using
the Pavement ME design model. It is also observed that the k-values using ANN
model has the capability of predicting critical pavement response at any
partially bonded conditions whereas the Pavement ME design model can only
calculate at two extreme bonding conditions (i.e., fully bonding and no
bonding).
",2021-01-20T23:43:41Z,http://arxiv.org/abs/2101.09167v1
"An Applied Deep Learning Approach for Estimating Soybean Relative
  Maturity from UAV Imagery to Aid Plant Breeding Decisions","Saba Moeinizade, Hieu Pham, Ye Han, Austin Dobbels, Guiping Hu",N/A,ArXiv,2021,N/A,N/A,2021-08-02T14:53:58Z,N/A,ArXiv,"  For a global breeding organization, identifying the next generation of
superior crops is vital for its success. Recognizing new genetic varieties
requires years of in-field testing to gather data about the crop's yield, pest
resistance, heat resistance, etc. At the conclusion of the growing season,
organizations need to determine which varieties will be advanced to the next
growing season (or sold to farmers) and which ones will be discarded from the
candidate pool. Specifically for soybeans, identifying their relative maturity
is a vital piece of information used for advancement decisions. However, this
trait needs to be physically observed, and there are resource limitations
(time, money, etc.) that bottleneck the data collection process. To combat
this, breeding organizations are moving toward advanced image capturing
devices. In this paper, we develop a robust and automatic approach for
estimating the relative maturity of soybeans using a time series of UAV images.
An end-to-end hybrid model combining Convolutional Neural Networks (CNN) and
Long Short-Term Memory (LSTM) is proposed to extract features and capture the
sequential behavior of time series data. The proposed deep learning model was
tested on six different environments across the United States. Results suggest
the effectiveness of our proposed CNN-LSTM model compared to the local
regression method. Furthermore, we demonstrate how this newfound information
can be used to aid in plant breeding advancement decisions.
",2021-08-02T14:53:58Z,http://arxiv.org/abs/2108.00952v1
"DeepQC: A Deep Learning System for Automatic Quality Control of In-situ
  Soil Moisture Sensor Time Series Data","Lahari Bandaru, Bharat C Irigireddy, Brian Davis",N/A,ArXiv,2023,N/A,N/A,2023-11-12T04:58:20Z,N/A,ArXiv,"  Amidst changing climate, real-time soil moisture monitoring is vital for the
development of in-season decision support tools to help farmers manage weather
related risks. Precision Sustainable Agriculture (PSA) recently established a
real-time soil moisture monitoring network across the central, Midwest, and
eastern U.S., but field-scale sensor observations often come with data gaps and
anomalies. To maintain the data quality needed for development of decision
tools, a quality control system is necessary. The International Soil Moisture
Network (ISMN) introduced the Flagit module for anomaly detection in soil
moisture observations. However, under certain conditions, Flagit's quality
control approaches may underperform in identifying anomalies. Recently deep
learning methods have been successfully applied to detect anomalies in time
series data in various disciplines. However, their use in agriculture has not
been yet investigated. This study focuses on developing a Bi-directional Long
Short-Term Memory (LSTM) model, referred to as DeepQC, to identify anomalies in
soil moisture data. Manual flagged PSA observations were used for training,
validation, and testing the model, following an 80:10:10 split. The study then
compared the DeepQC and Flagit based estimates to assess their relative
performance. Flagit corrected flagged 95.5% of the corrected observations and
50.3% of the anomaly observations, indicating its limitations in identifying
anomalies. On the other hand, the DeepQC correctly flagged 99.7% of the correct
observations and 95.6% of the anomalies in significantly less time,
demonstrating its superiority over Flagit approach. Importantly, DeepQC's
performance remained consistent regardless of the number of anomalies. Given
the promising results obtained with the DeepQC, future studies will focus on
implementing this model on national and global soil moisture networks.
",2023-11-12T04:58:20Z,http://arxiv.org/abs/2311.06735v1
"Resilient In-Season Crop Type Classification in Multispectral Satellite
  Observations using Growth Stage Normalization","Hannah Kerner, Ritvik Sahajpal, Sergii Skakun, Inbal Becker-Reshef, Brian Barker, Mehdi Hosseini, Estefania Puricelli, Patrick Gray",N/A,ArXiv,2020,N/A,N/A,2020-09-21T21:55:32Z,N/A,ArXiv,"  Crop type classification using satellite observations is an important tool
for providing insights about planted area and enabling estimates of crop
condition and yield, especially within the growing season when uncertainties
around these quantities are highest. As the climate changes and extreme weather
events become more frequent, these methods must be resilient to changes in
domain shifts that may occur, for example, due to shifts in planting timelines.
In this work, we present an approach for within-season crop type classification
using moderate spatial resolution (30 m) satellite data that addresses domain
shift related to planting timelines by normalizing inputs by crop growth stage.
We use a neural network leveraging both convolutional and recurrent layers to
predict if a pixel contains corn, soybeans, or another crop or land cover type.
We evaluated this method for the 2019 growing season in the midwestern US,
during which planting was delayed by as much as 1-2 months due to extreme
weather that caused record flooding. We show that our approach using growth
stage-normalized time series outperforms fixed-date time series, and achieves
overall classification accuracy of 85.4% prior to harvest (September-November)
and 82.8% by mid-season (July-September).
",2020-09-21T21:55:32Z,http://arxiv.org/abs/2009.10189v1
"TRU-NET: A Deep Learning Approach to High Resolution Prediction of
  Rainfall","Rilwan Adewoyin, Peter Dueben, Peter Watson, Yulan He, Ritabrata Dutta",N/A,ArXiv,2020,N/A,N/A,2020-08-20T17:27:59Z,N/A,ArXiv,"  Climate models (CM) are used to evaluate the impact of climate change on the
risk of floods and strong precipitation events. However, these numerical
simulators have difficulties representing precipitation events accurately,
mainly due to limited spatial resolution when simulating multi-scale dynamics
in the atmosphere. To improve the prediction of high resolution precipitation
we apply a Deep Learning (DL) approach using an input of CM simulations of the
model fields (weather variables) that are more predictable than local
precipitation. To this end, we present TRU-NET (Temporal Recurrent U-Net), an
encoder-decoder model featuring a novel 2D cross attention mechanism between
contiguous convolutional-recurrent layers to effectively model multi-scale
spatio-temporal weather processes. We use a conditional-continuous loss
function to capture the zero-skewed %extreme event patterns of rainfall.
Experiments show that our model consistently attains lower RMSE and MAE scores
than a DL model prevalent in short term precipitation prediction and improves
upon the rainfall predictions of a state-of-the-art dynamical weather model.
Moreover, by evaluating the performance of our model under various, training
and testing, data formulation strategies, we show that there is enough data for
our deep learning approach to output robust, high-quality results across
seasons and varying regions.
",2020-08-20T17:27:59Z,http://arxiv.org/abs/2008.09090v2
